palle ID,palle Name,Upabasti ID,Created On,Updated On
8030662246,Bharathi Nagar,8030662246,07-Jan-21,07-Jan-21
8030662247,Srinivasa Nagar,8030662247,07-Jan-21,07-Jan-21
8030663248,Reddy Enclave,8030663248,07-Jan-21,07-Jan-21
8030664249,Kummari Basti,8030664249,07-Jan-21,07-Jan-21
8030664250,Harizan Basti,8030664250,07-Jan-21,07-Jan-21
8030664251,Old Alwal,8030664251,07-Jan-21,07-Jan-21
8030665252,Surya Nagar,8030665252,07-Jan-21,07-Jan-21
8030665253,Ayyappa Nagar,8030665253,07-Jan-21,07-Jan-21
8030665254,Sri Nagar Colony,8030665254,07-Jan-21,07-Jan-21
8030665255,Bhavani Nagar,8030665255,07-Jan-21,07-Jan-21
8030665256,Jonna Banda,8030665256,07-Jan-21,07-Jan-21
8030665257,Vajra Enclave,8030665257,07-Jan-21,07-Jan-21
8030665258,Ambedkar Nagar,8030665258,07-Jan-21,07-Jan-21
8030666259,Mangapuram,8030666259,07-Jan-21,07-Jan-21
8030666260,BhupatiRao Nagar,8030666260,07-Jan-21,07-Jan-21
8030666261,Alwal Hills,8030666261,07-Jan-21,07-Jan-21
8030666262,Citizen Colony,8030666262,07-Jan-21,07-Jan-21
8030666263,Janaki Ram Nagar,8030666263,07-Jan-21,07-Jan-21
8030666264,Manjeera Nagar,8030666264,07-Jan-21,07-Jan-21
8030767265,Janapriya Colony,8030767265,07-Jan-21,07-Jan-21
8030767266,G.V.Reddy Colony,8030767266,07-Jan-21,07-Jan-21
8030767267,Dovtan Bazar,8030767267,07-Jan-21,07-Jan-21
8030767268,Chintal Bazar,8030767268,07-Jan-21,07-Jan-21
8030767269,Vivekananda Colony,8030767269,07-Jan-21,07-Jan-21
8030767270,Aditya Bank Colony,8030767270,07-Jan-21,07-Jan-21
8030768271,New Blocks,8030768271,07-Jan-21,07-Jan-21
8030768272,Sadar Bazar,8030768272,07-Jan-21,07-Jan-21
8030768273,Ambedkar Nagar,8030768273,07-Jan-21,07-Jan-21
8030769274,Sadhana Mandir,8030769274,07-Jan-21,07-Jan-21
8030769275,Risala Bazar,8030769275,07-Jan-21,07-Jan-21
8030769276,Maa Santoshi Colony,8030769276,07-Jan-21,07-Jan-21
8030769277,Bhajrang Nagar Colony,8030769277,07-Jan-21,07-Jan-21
8030769278,Bhandan,8030769278,07-Jan-21,07-Jan-21
8030769279,Bhanjara Colony,8030769279,07-Jan-21,07-Jan-21
8030770280,Kalasi Guda,8030770280,07-Jan-21,07-Jan-21
8030770281,Kottha Basthi,8030770281,07-Jan-21,07-Jan-21
8030770282,Bhatan Gudha,8030770282,07-Jan-21,07-Jan-21
8030770283,Adarsh Nagar,8030770283,07-Jan-21,07-Jan-21
8030770284,Sai Nagar Colony,8030770284,07-Jan-21,07-Jan-21
8030771285,Bhrundhavan Enclave,8030771285,07-Jan-21,07-Jan-21
8030771286,Royal Enclave,8030771286,07-Jan-21,07-Jan-21
8030771287,Venkateshwara Enclave,8030771287,07-Jan-21,07-Jan-21
8030771288,Rukmini Enclave,8030771288,07-Jan-21,07-Jan-21
8030771289,Thurkapalli Village,8030771289,07-Jan-21,07-Jan-21
8030771290,Railway Emp Colony,8030771290,07-Jan-21,07-Jan-21
8030772291,Gopal Nagar,8030772291,07-Jan-21,07-Jan-21
8030772292,Ekkalavya Nagar,8030772292,07-Jan-21,07-Jan-21
8030772293,Sri Sai Enclave,8030772293,07-Jan-21,07-Jan-21
8030773294,M.G. Nagar,8030773294,07-Jan-21,07-Jan-21
8030773295,Sri Sai Colony,8030773295,07-Jan-21,07-Jan-21
8030773296,Krishna Nagar,8030773296,07-Jan-21,07-Jan-21
8030773297,Chandra Nagar Colony,8030773297,07-Jan-21,07-Jan-21
8030773298,Madhura Nagar Colony,8030773298,07-Jan-21,07-Jan-21
8030773299,Dinsi Basthi,8030773299,07-Jan-21,07-Jan-21
8030773300,Sarvesham Guta,8030773300,07-Jan-21,07-Jan-21
8030773301,Pittala Basthi,8030773301,07-Jan-21,07-Jan-21
8030774302,Kummari Basthi,8030774302,07-Jan-21,07-Jan-21
8030774303,Harijana Basthi,8030774303,07-Jan-21,07-Jan-21
8030774304,Hanuman Tekadhi,8030774304,07-Jan-21,07-Jan-21
8030774305,Select Takies,8030774305,07-Jan-21,07-Jan-21
8030774306,Reddy Basthi,8030774306,07-Jan-21,07-Jan-21
8030774307,Bhagwat Nagar,8030774307,07-Jan-21,07-Jan-21
8030774308,Tenugu Basthi,8030774308,07-Jan-21,07-Jan-21
8030774309,Bobbili Ranga Reddy Nagar,8030774309,07-Jan-21,07-Jan-21
8030775310,KrishnaNagar Colony,8030775310,07-Jan-21,07-Jan-21
8030876311,Shamirpet,8030876311,07-Jan-21,07-Jan-21
8030876312,Anthaipally,8030876312,07-Jan-21,07-Jan-21
8030876313,Babaguda,8030876313,07-Jan-21,07-Jan-21
8030876314,Mandhaypally,8030876314,07-Jan-21,07-Jan-21
8030876315,Thurkapally,8030876315,07-Jan-21,07-Jan-21
8030876316,Mazeedpur,8030876316,07-Jan-21,07-Jan-21
8030876317,Thumikunta,8030876317,07-Jan-21,07-Jan-21
8030876318,Hakimpet,8030876318,07-Jan-21,07-Jan-21
8030876319,Singaipally (P),8030876319,07-Jan-21,07-Jan-21
8030877320,Dhegvarayamjal,8030877320,07-Jan-21,07-Jan-21
8030877321,Aliyabadh,8030877321,07-Jan-21,07-Jan-21
8030877322,Lalgadi malakpet,8030877322,07-Jan-21,07-Jan-21
8030877323,Kolthur,8030877323,07-Jan-21,07-Jan-21
8030877324,Pyata (P),8030877324,07-Jan-21,07-Jan-21
8030877325,Jaganguda,8030877325,07-Jan-21,07-Jan-21
8030877326,Jaganguda Colony&SAMPANBOL (P),8030877326,07-Jan-21,07-Jan-21
8030877327,Bommarasipet,8030877327,07-Jan-21,07-Jan-21
8030877328,Keshawaram,8030877328,07-Jan-21,07-Jan-21
8030877329,Keshawaram Thanda,8030877329,07-Jan-21,07-Jan-21
8030878330,Muduchinthalapally,8030878330,07-Jan-21,07-Jan-21
8030878331,Laxmapur,8030878331,07-Jan-21,07-Jan-21
8030878332,Laxmapur Thanda,8030878332,07-Jan-21,07-Jan-21
8030878333,Narayanapur,8030878333,07-Jan-21,07-Jan-21
8030878334,Anantharam,8030878334,07-Jan-21,07-Jan-21
8030878335,Potharam,8030878335,07-Jan-21,07-Jan-21
8030878336,Lingapur Thanda,8030878336,07-Jan-21,07-Jan-21
8030879337,Udhamarry,8030879337,07-Jan-21,07-Jan-21
8030879338,Keshapur,8030879338,07-Jan-21,07-Jan-21
8030879339,Adhamarry,8030879339,07-Jan-21,07-Jan-21
8030879340,Ponnal,8030879340,07-Jan-21,07-Jan-21
8030879341,USHARPALLY,8030879341,07-Jan-21,07-Jan-21
8040101001,OLD BOWENPALLY,8040101001,07-Jan-21,07-Jan-21
8040101002,RAJA RAJESWARY COLONY,8040101002,07-Jan-21,07-Jan-21
8040101003,MALLIKARJUNA COLONY,8040101003,07-Jan-21,07-Jan-21
8040101004,GANGAPUTRA SANGAM,8040101004,07-Jan-21,07-Jan-21
8040102005,HASMATHPET ,8040102005,07-Jan-21,07-Jan-21
8040102006,VYSHYA BANK COLONY,8040102006,07-Jan-21,07-Jan-21
8040102007,SHIVA ENCLAVE,8040102007,07-Jan-21,07-Jan-21
8040102008,ANJAIAH NAGAR,8040102008,07-Jan-21,07-Jan-21
8040103009,NETAJI NAGAR,8040103009,07-Jan-21,07-Jan-21
8040103010,SANJEEVAIAH COLONY,8040103010,07-Jan-21,07-Jan-21
8040103011,CHINNATHOKATTA VILLEGE,8040103011,07-Jan-21,07-Jan-21
8040103012,SITARAMPUR COLONY,8040103012,07-Jan-21,07-Jan-21
8040104013,SOUJANA COLONY,8040104013,07-Jan-21,07-Jan-21
8040104014,BAPUJI NAGAR,8040104014,07-Jan-21,07-Jan-21
8040104015,BHAVANA COLONY,8040104015,07-Jan-21,07-Jan-21
8040104016,JAYA NAGAR,8040104016,07-Jan-21,07-Jan-21
8040105017,TAWAIPURA,8040105017,07-Jan-21,07-Jan-21
8040105018,TADBAND TEMPLE,8040105018,07-Jan-21,07-Jan-21
8040106019,BHEL ENCLAVE,8040106019,07-Jan-21,07-Jan-21
8040106020,MADUPALA ENCLAVE,8040106020,07-Jan-21,07-Jan-21
8040106021,SAIL COLONY,8040106021,07-Jan-21,07-Jan-21
8040107022,MUDFORT,8040107022,07-Jan-21,07-Jan-21
8040107023,SIKH VILLAGE ,8040107023,07-Jan-21,07-Jan-21
8040108024,VAYUPURI COLONY,8040108024,07-Jan-21,07-Jan-21
8040108025,AWHO COLONY,8040108025,07-Jan-21,07-Jan-21
8040108026,JUPITER COLONY,8040108026,07-Jan-21,07-Jan-21
8040209027,INDIRA NAGAR,8040209027,07-Jan-21,07-Jan-21
8040209028,DAIRY FORM,8040209028,07-Jan-21,07-Jan-21
8040209029,SWARNADHAM NAGAR,8040209029,07-Jan-21,07-Jan-21
8040209030,SATYA SAI NAGAR,8040209030,07-Jan-21,07-Jan-21
8040209031,KRISHNAMMA ENCLAVE,8040209031,07-Jan-21,07-Jan-21
8040210032,GREEN FIELDS,8040210032,07-Jan-21,07-Jan-21
8040210033,YADAMMA NAGAR,8040210033,07-Jan-21,07-Jan-21
8040210034,AMBEDKAR NAGAR,8040210034,07-Jan-21,07-Jan-21
8040210035,KRISHNAMMA ENCLAVE,8040210035,07-Jan-21,07-Jan-21
8040211036,KAANAAJIGUDA,8040211036,07-Jan-21,07-Jan-21
8040211037,SHIVA NAGAR,8040211037,07-Jan-21,07-Jan-21
8040211038,TELECOM COLONY,8040211038,07-Jan-21,07-Jan-21
8040212039,SUBHASH NAGAR,8040212039,07-Jan-21,07-Jan-21
8040212040,BHUDEVI NAGAR,8040212040,07-Jan-21,07-Jan-21
8040213041,GUNROCK,8040213041,07-Jan-21,07-Jan-21
8040213042,TEACHERS COLONY,8040213042,07-Jan-21,07-Jan-21
8040213043,MANASA SAROVAR APMT.,8040213043,07-Jan-21,07-Jan-21
8040213044,VEDHA VIHAR,8040213044,07-Jan-21,07-Jan-21
8040213045,SAIBABA NAGAR,8040213045,07-Jan-21,07-Jan-21
8040314046,DURGA ESTATES,8040314046,07-Jan-21,07-Jan-21
8040314047,SUCHITRA,8040314047,07-Jan-21,07-Jan-21
8040314048,BANK COLONY,8040314048,07-Jan-21,07-Jan-21
8040314049,VENNELA GADDA,8040314049,07-Jan-21,07-Jan-21
8040315050,JEEDIMETLA,8040315050,07-Jan-21,07-Jan-21
8040315051,HANUMAN BASTI,8040315051,07-Jan-21,07-Jan-21
8040315052,PRAGA TOOLS,8040315052,07-Jan-21,07-Jan-21
8040316053,ANGADIPET,8040316053,07-Jan-21,07-Jan-21
8040316054,MEENAKSHI ESTATES,8040316054,07-Jan-21,07-Jan-21
8040316055,NORTH NCL COLONY,8040316055,07-Jan-21,07-Jan-21
8040317056,NCL,8040317056,07-Jan-21,07-Jan-21
8040317057,CINE PLANET,8040317057,07-Jan-21,07-Jan-21
8040317058,SAI CHAITANYA,8040317058,07-Jan-21,07-Jan-21
8040318059,PRAJAY ,8040318059,07-Jan-21,07-Jan-21
8040318060,BANK COLONY,8040318060,07-Jan-21,07-Jan-21
8040318061,UMA MAHESHWARY COLONY,8040318061,07-Jan-21,07-Jan-21
8040319062,POCHAMMA  GADDA,8040319062,07-Jan-21,07-Jan-21
8040319063,GHANDI NAGAR,8040319063,07-Jan-21,07-Jan-21
8040319064,ASHWINI COLONY,8040319064,07-Jan-21,07-Jan-21
8040319065,DEVENDRA COLONY,8040319065,07-Jan-21,07-Jan-21
8040319066,SRINIVAS COLONY,8040319066,07-Jan-21,07-Jan-21
8040420067,MEDCHAL,8040420067,07-Jan-21,07-Jan-21
8040420068,KISTAPUR,8040420068,07-Jan-21,07-Jan-21
8040420069,ATHVELLY,8040420069,07-Jan-21,07-Jan-21
8040420070,GIRMAPOOR,8040420070,07-Jan-21,07-Jan-21
8040421071,DABILPOOR,8040421071,07-Jan-21,07-Jan-21
8040421072,BARMAJIGUDA,8040421072,07-Jan-21,07-Jan-21
8040421073,KONAIPALLI,8040421073,07-Jan-21,07-Jan-21
8040421074,ELLAMPET,8040421074,07-Jan-21,07-Jan-21
8040421075,SOMARAM,8040421075,07-Jan-21,07-Jan-21
8040421076,NUTANKAL,8040421076,07-Jan-21,07-Jan-21
8040421077,MAISIREDDY PALLI,8040421077,07-Jan-21,07-Jan-21
8040421078,LINGAPUR,8040421078,07-Jan-21,07-Jan-21
8040422079,SALEGUDEM,8040422079,07-Jan-21,07-Jan-21
8040422080,RAJABOLLARAM,8040422080,07-Jan-21,07-Jan-21
8040422081,GHANPUR,8040422081,07-Jan-21,07-Jan-21
8040422082,PUDURU,8040422082,07-Jan-21,07-Jan-21
8040422083,RAVALKOL,8040422083,07-Jan-21,07-Jan-21
8040422084,YADARAM,8040422084,07-Jan-21,07-Jan-21
8040422085,ARKELAGUDEM,8040422085,07-Jan-21,07-Jan-21
8040422086,GOSHIGUDA,8040422086,07-Jan-21,07-Jan-21
8040422087,RAJABOLLARAM TAANDA,8040422087,07-Jan-21,07-Jan-21
8040422088,Akbarjapet,8040422088,07-Jan-21,07-Jan-21
8040422089,RAVALKOL TANDA,8040422089,07-Jan-21,07-Jan-21
8040422090,MURARIPALLI,8040422090,07-Jan-21,07-Jan-21
8040423091,GUDLAPOCHAMPALLI,8040423091,07-Jan-21,07-Jan-21
8040423092,KANDLAKOYA,8040423092,07-Jan-21,07-Jan-21
8040423093,SRIRANGAVARAM,8040423093,07-Jan-21,07-Jan-21
8040423094,MAISAMMA GUDA,8040423094,07-Jan-21,07-Jan-21
8040423095,SUTHARI GUDEM,8040423095,07-Jan-21,07-Jan-21
8040423096,BASARAAGADI,8040423096,07-Jan-21,07-Jan-21
8040423097,BANDAMADARAM,8040423097,07-Jan-21,07-Jan-21
8040423098,RAYILAPOOR,8040423098,07-Jan-21,07-Jan-21
8040423099,GOUDAVELLI,8040423099,07-Jan-21,07-Jan-21
8040424100,DUNDIGAL,8040424100,07-Jan-21,07-Jan-21
8040424101,GAGILLAPUR,8040424101,07-Jan-21,07-Jan-21
8040424102,D.POCHAMPALLI,8040424102,07-Jan-21,07-Jan-21
8040424103,NAAGLUR,8040424103,07-Jan-21,07-Jan-21
8040424104,DUNDIGAL TAANDA-1,8040424104,07-Jan-21,07-Jan-21
8040424105,DUNDIGAL TAANDA-2,8040424105,07-Jan-21,07-Jan-21
8040424106,CHARCH GAGILLAPUR,8040424106,07-Jan-21,07-Jan-21
8040424107,SAREGUDAM,8040424107,07-Jan-21,07-Jan-21
8040424108,SRIRAM NAGAR,8040424108,07-Jan-21,07-Jan-21
8040424109,GANDI MAISAMMA,8040424109,07-Jan-21,07-Jan-21
8040425110,BORAMPET,8040425110,07-Jan-21,07-Jan-21
8040425111,MALLAMPET,8040425111,07-Jan-21,07-Jan-21
8040425112,BACHUPALLY,8040425112,07-Jan-21,07-Jan-21
8040425113,SHAMBIPUR,8040425113,07-Jan-21,07-Jan-21
8040425114,INDRAMMA COLONY,8040425114,07-Jan-21,07-Jan-21
8040425115,MAHESHWARAM,8040425115,07-Jan-21,07-Jan-21
8040425116,RAJIVA GRUHA KALPA,8040425116,07-Jan-21,07-Jan-21
8040425117,RAJIVA GANDHINAGAR,8040425117,07-Jan-21,07-Jan-21
8040425118,INDIRANAGAR,8040425118,07-Jan-21,07-Jan-21
8040425119,SAINAGAR,8040425119,07-Jan-21,07-Jan-21
8040426120,BAHADURPALLY,8040426120,07-Jan-21,07-Jan-21
8040426121,INDRAMMA COLONY,8040426121,07-Jan-21,07-Jan-21
8040426122,DHULAPALLY,8040426122,07-Jan-21,07-Jan-21
8040527123,RAJIV GRUHA KALPA       ,8040527123,07-Jan-21,07-Jan-21
8040527124,60 YARDS,8040527124,07-Jan-21,07-Jan-21
8040527125,SIDHARTH NAGAR,8040527125,07-Jan-21,07-Jan-21
8040528126,WEEKAR SECTION,8040528126,07-Jan-21,07-Jan-21
8040528127,JEEVAN JYOTI,8040528127,07-Jan-21,07-Jan-21
8040528128,BHAVANI NAGAR,8040528128,07-Jan-21,07-Jan-21
8040529129,PRIYANKA NAGAR,8040529129,07-Jan-21,07-Jan-21
8040529130,DAYANAND BASTI,8040529130,07-Jan-21,07-Jan-21
8040529131,ANAND NAGAR,8040529131,07-Jan-21,07-Jan-21
8040530132,PUSHPAGIRI BASTI,8040530132,07-Jan-21,07-Jan-21
8040530133,KUNA KRISHNA GOUD,8040530133,07-Jan-21,07-Jan-21
8040530134,PANDU BASTI,8040530134,07-Jan-21,07-Jan-21
8040531135,KRISHNA NAGAR,8040531135,07-Jan-21,07-Jan-21
8040532136,RAJIVA GANDHI NAGAR,8040532136,07-Jan-21,07-Jan-21
8040532137,SHIVALAYA NAGAR,8040532137,07-Jan-21,07-Jan-21
8040533138,KRISHNA NAGAR,8040533138,07-Jan-21,07-Jan-21
8040533139,VISHWAKARMA COLONY,8040533139,07-Jan-21,07-Jan-21
8040533140,LAXMI NAGAR COLONY,8040533140,07-Jan-21,07-Jan-21
8040533141,VENKATARAM NAGAR COLONY,8040533141,07-Jan-21,07-Jan-21
8040634142,APARUPA COLONY,8040634142,07-Jan-21,07-Jan-21
8040634143,SR NAYAK NAGAR,8040634143,07-Jan-21,07-Jan-21
8040634144,PRASHANT NAGAR,8040634144,07-Jan-21,07-Jan-21
8040634145,JANAPRIYA APMT.,8040634145,07-Jan-21,07-Jan-21
8040634146,MODI APMT.,8040634146,07-Jan-21,07-Jan-21
8040735147,DEVENDRA NAGAR,8040735147,07-Jan-21,07-Jan-21
8040735148,KESHAV NAGAR,8040735148,07-Jan-21,07-Jan-21
8040735149,CHANDRAGIRI NAGAR,8040735149,07-Jan-21,07-Jan-21
8040736150,METKENGUDA,8040736150,07-Jan-21,07-Jan-21
8040736151,ADARSH NAGAR,8040736151,07-Jan-21,07-Jan-21
8040736152,HAL COLONY,8040736152,07-Jan-21,07-Jan-21
8040736153,MARKANDEYA COLONY,8040736153,07-Jan-21,07-Jan-21
8040737154,INDIRA COLONY-A,8040737154,07-Jan-21,07-Jan-21
8040737155,INDIRA COLONY-B,8040737155,07-Jan-21,07-Jan-21
8040737156,SUBHASH NAGAR-A,8040737156,07-Jan-21,07-Jan-21
8040737157,SUBHASH NAGAR-B,8040737157,07-Jan-21,07-Jan-21
8040737158,PATEL COLONY,8040737158,07-Jan-21,07-Jan-21
8040737159,SRIRAM NAGAR,8040737159,07-Jan-21,07-Jan-21
8040737160,BHAGATSING,8040737160,07-Jan-21,07-Jan-21
8040738161,SRINIVAS COLONY,8040738161,07-Jan-21,07-Jan-21
8040738162,VIVEKANANDA COLONY,8040738162,07-Jan-21,07-Jan-21
8040738163,SRINIVAS NAGAR ,8040738163,07-Jan-21,07-Jan-21
8040738164,NLB COLONY,8040738164,07-Jan-21,07-Jan-21
8040739165,KALAWATI NAGAR-A,8040739165,07-Jan-21,07-Jan-21
8040739166,KALAWATI NAGAR-B,8040739166,07-Jan-21,07-Jan-21
8040739167,GAYATRI APMNT,8040739167,07-Jan-21,07-Jan-21
8040739168,TSIIC COLONY,8040739168,07-Jan-21,07-Jan-21
8040739169,DP COLONY,8040739169,07-Jan-21,07-Jan-21
8040740170,NEHRU NAGAR,8040740170,07-Jan-21,07-Jan-21
8040740171,SANJAYGANDHI HOSPITAL,8040740171,07-Jan-21,07-Jan-21
8040740172,SHIVALAYAM,8040740172,07-Jan-21,07-Jan-21
8040740173,POCHAMA TEMPLE,8040740173,07-Jan-21,07-Jan-21
8040741174,SHAPUR MARKET-A,8040741174,07-Jan-21,07-Jan-21
8040741175,SHAPUR MARKET-B,8040741175,07-Jan-21,07-Jan-21
8040741176,H.M.T.QUARTERS,8040741176,07-Jan-21,07-Jan-21
8040741177,JEEDIMETLA INDUSTRY,8040741177,07-Jan-21,07-Jan-21
8040742178,POCHAMMA TEMPLE,8040742178,07-Jan-21,07-Jan-21
8040742179,AAYEE MATA TEMPLE,8040742179,07-Jan-21,07-Jan-21
8040742180,AYODHYA NAGAR,8040742180,07-Jan-21,07-Jan-21
8040742181,RAMREDDY NAGAR,8040742181,07-Jan-21,07-Jan-21
8040742182,SUBHASH NAGAR-A,8040742182,07-Jan-21,07-Jan-21
8040742183,SUBHASH NAGAR-B,8040742183,07-Jan-21,07-Jan-21
8040843184,INDRASING NAGAR ,8040843184,07-Jan-21,07-Jan-21
8040843185,VANI COLONY,8040843185,07-Jan-21,07-Jan-21
8040843186,VENKATESH NAGAR,8040843186,07-Jan-21,07-Jan-21
8040843187,MODI APMT.,8040843187,07-Jan-21,07-Jan-21
8040844188,RAJU COLONY,8040844188,07-Jan-21,07-Jan-21
8040844189,HAL,8040844189,07-Jan-21,07-Jan-21
8040844190,SAINAGAR,8040844190,07-Jan-21,07-Jan-21
8040844191,NAVJEEVAN NAGAR,8040844191,07-Jan-21,07-Jan-21
8040844192,POLICE QUARTERS,8040844192,07-Jan-21,07-Jan-21
8040844193,VINAYAK NAGAR,8040844193,07-Jan-21,07-Jan-21
8040845194,BHEL,8040845194,07-Jan-21,07-Jan-21
8040845195,FEROZGUDA,8040845195,07-Jan-21,07-Jan-21
8040845196,ANTAMMAGUDA,8040845196,07-Jan-21,07-Jan-21
8040845197,PHOOL BAGH,8040845197,07-Jan-21,07-Jan-21
8040846198,ADARSH NAGAR,8040846198,07-Jan-21,07-Jan-21
8040846199,APHB COLONY,8040846199,07-Jan-21,07-Jan-21
8040846200,CHANDRA NAGAR,8040846200,07-Jan-21,07-Jan-21
8040846201,CHINTAL,8040846201,07-Jan-21,07-Jan-21
8040846202,RANGANAGAR,8040846202,07-Jan-21,07-Jan-21
8040847203,SURYANAGAR,8040847203,07-Jan-21,07-Jan-21
8040847204,RAMREDDY NAGAR,8040847204,07-Jan-21,07-Jan-21
8040847205,PAPAYYA NAGAR,8040847205,07-Jan-21,07-Jan-21
8040848206,GANESH NAGAR,8040848206,07-Jan-21,07-Jan-21
8040848207,DWARAKA NAGAR,8040848207,07-Jan-21,07-Jan-21
8040848208,THE NAGAR,8040848208,07-Jan-21,07-Jan-21
8040848209,SUDARSHAN REDDY,8040848209,07-Jan-21,07-Jan-21
8040848210,DWARAKAPURI COLONY,8040848210,07-Jan-21,07-Jan-21
8040849211,BALREDDY NAGAR,8040849211,07-Jan-21,07-Jan-21
8040849212,PADMA NAGAR PHASE-1,8040849212,07-Jan-21,07-Jan-21
8040849213,CHERUKUPALLI COLONY,8040849213,07-Jan-21,07-Jan-21
8040849214,KALPANA SOCIETY,8040849214,07-Jan-21,07-Jan-21
8040849215,NTR COLONY,8040849215,07-Jan-21,07-Jan-21
8040849216,DILKHUSH NAGAR,8040849216,07-Jan-21,07-Jan-21
8040850217,QUTUBULLAPUR,8040850217,07-Jan-21,07-Jan-21
8040850218,VIMANPURI COLONY,8040850218,07-Jan-21,07-Jan-21
8040850219,RENUKA ENCLAVE,8040850219,07-Jan-21,07-Jan-21
8040850220,VENKANNA HILLS,8040850220,07-Jan-21,07-Jan-21
8040850221,BIRAPPA NAGAR,8040850221,07-Jan-21,07-Jan-21
8040851222,VAJPAYEE NAGAR,8040851222,07-Jan-21,07-Jan-21
8040851223,DATTATREYYA,8040851223,07-Jan-21,07-Jan-21
8040851224,SAI NAGAR,8040851224,07-Jan-21,07-Jan-21
8040851225,PRASANNA NAGAR,8040851225,07-Jan-21,07-Jan-21
8040851226,SRINIVAS NAGAR,8040851226,07-Jan-21,07-Jan-21
8040852227,SRI RAM NAGAR,8040852227,07-Jan-21,07-Jan-21
8040852228,PADMA NAGAR PHASE-2,8040852228,07-Jan-21,07-Jan-21
8040852229,BAPU NAGAR,8040852229,07-Jan-21,07-Jan-21
8050101001,PNM School Basti,8050101001,07-Jan-21,07-Jan-21
8050101002,Community Hall Basti,8050101002,07-Jan-21,07-Jan-21
8050101003,Sai Baba Gudi Basti,8050101003,07-Jan-21,07-Jan-21
8050101004,Govt School Basti,8050101004,07-Jan-21,07-Jan-21
8050101005,Church Basti,8050101005,07-Jan-21,07-Jan-21
8050102006,Tennis Ground Basti,8050102006,07-Jan-21,07-Jan-21
8050102007,Sai Baba Gudi Basti,8050102007,07-Jan-21,07-Jan-21
8050102008,Kanakadurga Gudi Basti,8050102008,07-Jan-21,07-Jan-21
8050102009,Kalyan Jwellers Basti,8050102009,07-Jan-21,07-Jan-21
8050102010,YSR Statue Basti,8050102010,07-Jan-21,07-Jan-21
8050103011,Industrial Area,8050103011,07-Jan-21,07-Jan-21
8050103012,Vignanpuri Colony,8050103012,07-Jan-21,07-Jan-21
8050103013,Mytri Nagar,8050103013,07-Jan-21,07-Jan-21
8050103014,Sai Baba Gudi Basti,8050103014,07-Jan-21,07-Jan-21
8050103015,Rajeev Gandhi Nagar,8050103015,07-Jan-21,07-Jan-21
8050104016,Dayaru Guda,8050104016,07-Jan-21,07-Jan-21
8050104017,Kerala Basti,8050104017,07-Jan-21,07-Jan-21
8050104018,Devi Nagar,8050104018,07-Jan-21,07-Jan-21
8050104019,Ramaiah Nagar,8050104019,07-Jan-21,07-Jan-21
8050104020,Sakali Basti,8050104020,07-Jan-21,07-Jan-21
8050105021,Ayyappa Swamy Basti,8050105021,07-Jan-21,07-Jan-21
8050105022,Little flower school Basti,8050105022,07-Jan-21,07-Jan-21
8050105023,Community Hall Basti,8050105023,07-Jan-21,07-Jan-21
8050105024,Industrial Area Basti,8050105024,07-Jan-21,07-Jan-21
8050105025,Pochamma Talli Basti,8050105025,07-Jan-21,07-Jan-21
8050106026,Eenadu colony,8050106026,07-Jan-21,07-Jan-21
8050106027,Senior citizens Park Road,8050106027,07-Jan-21,07-Jan-21
8050106028,Venakateshwara Swamy Basti,8050106028,07-Jan-21,07-Jan-21
8050106029,Girls Hostel Basti,8050106029,07-Jan-21,07-Jan-21
8050106030,Vivekananda Nagar Colony,8050106030,07-Jan-21,07-Jan-21
8050107031,Anjaneya Gudi Road,8050107031,07-Jan-21,07-Jan-21
8050107032,Yadav Basti,8050107032,07-Jan-21,07-Jan-21
8050107033,Ramalayam Road,8050107033,07-Jan-21,07-Jan-21
8050107034,Kumari Basti,8050107034,07-Jan-21,07-Jan-21
8050107035,Pochamma Temple Road,8050107035,07-Jan-21,07-Jan-21
8050108036,Community Hall Basti,8050108036,07-Jan-21,07-Jan-21
8050108037,Ayyappa Swamy Basti,8050108037,07-Jan-21,07-Jan-21
8050108038,Vadepalli Enclave,8050108038,07-Jan-21,07-Jan-21
8050108039,Road no 1 to 4,8050108039,07-Jan-21,07-Jan-21
8050108040,Road no 5 to 10,8050108040,07-Jan-21,07-Jan-21
8050109041,Shanti Nagar,8050109041,07-Jan-21,07-Jan-21
8050109042,Shesadri Nagar,8050109042,07-Jan-21,07-Jan-21
8050109043,Community Hall Basti,8050109043,07-Jan-21,07-Jan-21
8050109044,"Road no 1, 2, 3, 4, 5",8050109044,07-Jan-21,07-Jan-21
8050109045,"Road No 6, 7, 8, 9, 10",8050109045,07-Jan-21,07-Jan-21
8050110046,DAV primary school Basti,8050110046,07-Jan-21,07-Jan-21
8050110047,SC Basti,8050110047,07-Jan-21,07-Jan-21
8050110048,Sai Baba Colony,8050110048,07-Jan-21,07-Jan-21
8050110049,Vishnu Colony,8050110049,07-Jan-21,07-Jan-21
8050110050,Prakash Nagar,8050110050,07-Jan-21,07-Jan-21
8050211051,1st BUS STOP,8050211051,07-Jan-21,07-Jan-21
8050211052,VINAYAKA DEVALAYAM,8050211052,07-Jan-21,07-Jan-21
8050212053,7th PHASE,8050212053,07-Jan-21,07-Jan-21
8050212054,INDU DUPLEX,8050212054,07-Jan-21,07-Jan-21
8050212055,INDO APARTMENT,8050212055,07-Jan-21,07-Jan-21
